Ego,Alter
"Coulson, Alan R.","Waterston, Robert H."
"Coulson, Alan R.","Ainscough, Rachael"
"Coulson, Alan R.","Burton, John L."
"Coulson, Alan R.","Clee, Chris M."
"Coulson, Alan R.","Lloyd, Christine R."
"Coulson, Alan R.","Rogers, Jane"
"Coulson, Alan R.","Beck, Stephan R."
"Coulson, Alan R.","Grafham, Darren V."
"Coulson, Alan R.","Hubbard, Tim J.P."
"Coulson, Alan R.","Jones, Matthew C."
"Coulson, Alan R.","Matthews, Lucy H."
"Coulson, Alan R.","Willey, David L."
"Coulson, Alan R.","Bentley, David R."
"Coulson, Alan R.","Bird, Christine P."
"Coulson, Alan R.","Carter, Nigel P."
"Coulson, Alan R.","Hunt, Adrienne R."
"Coulson, Alan R.","Mclay, Kirsten E."
"Coulson, Alan R.","Scott, Carol E."
"Coulson, Alan R.","Wall, Melanie"
"Coulson, Alan R.","Babbage, Anne K."
"Coulson, Alan R.","Bagguley, Claire L."
"Coulson, Alan R.","Bailey, Jonathon"
"Coulson, Alan R.","Barlow, Karen F."
"Coulson, Alan R.","Barrell, Barclay G."
"Coulson, Alan R.","Chapman, Joanne C."
"Coulson, Alan R.","Clark, Sue Y."
"Coulson, Alan R.","Corby, Nicole R."
"Coulson, Alan R.","Dunn, Matthew"
"Coulson, Alan R.","Frankland, John A."
"Coulson, Alan R.","French, Lisa"
"Coulson, Alan R.","Griffiths, Coline"
"Coulson, Alan R.","Heath, Paul D."
"Coulson, Alan R.","Hillier, La Deana W."
"Coulson, Alan R.","Howden, Philip J."
"Coulson, Alan R.","Hunt, Sarah E."
"Coulson, Alan R.","Laird, Gavin K."
"Coulson, Alan R.","Lawlor, Stephanie"
"Coulson, Alan R.","Lloyd, David M.L."
"Coulson, Alan R.","Lovell, Jamieson D."
"Coulson, Alan R.","McLaren, S."
"Coulson, Alan R.","Milne, Sarah A."
"Coulson, Alan R.","Ross, Mark T."
"Coulson, Alan R.","Searle, Stephen M.J."
"Coulson, Alan R.","Sehra, Harminder K."
"Coulson, Alan R.","Sims, Sarah K."
"Coulson, Alan R.","Skuce, Carl D."
"Coulson, Alan R.","Steward, Charles A."
"Coulson, Alan R.","Tracey, Alan"
"Coulson, Alan R.","Tromans, Anthony C."
"Coulson, Alan R.","Whitehead, Siobhan L."
"Coulson, Alan R.","Wilming, Laurens G."
"Coulson, Alan R.","Wray, Paul W."
"Coulson, Alan R.","Air, Gillian M."
"Coulson, Alan R.","Almeida, Jeff P."
"Coulson, Alan R.","Ambrose, Kerrie D."
"Coulson, Alan R.","Ashwell, Robert I S"
"Coulson, Alan R.","Beasley, Helen"
"Coulson, Alan R.","Bray-Allen, Sarah P."
"Coulson, Alan R.","Burrill, Wayne D.H."
"Coulson, Alan R.","Carder, Carol"
"Coulson, Alan R.","Dhami, Pawandeep D."
"Coulson, Alan R.","Garner, Patrick"
"Coulson, Alan R.","Gilbert, James G.R."
"Coulson, Alan R.","Hammond, Sian Austin"
"Coulson, Alan R.","Hart, Elizabeth A."
"Coulson, Alan R.","Johnson, David C."
"Coulson, Alan R.","Johnson, Christopher M."
"Coulson, Alan R.","Kay, Mike"
"Coulson, Alan R.","Kimberley, Andrew M."
"Coulson, Alan R.","Loveland, Jane E."
"Coulson, Alan R.","McMurray, Amanda A."
"Coulson, Alan R.","Nickerson, T."
"Coulson, Alan R.","Oliver, Karen"
"Coulson, Alan R.","Pearce, Alex V."
"Coulson, Alan R.","Peck, A. I."
"Coulson, Alan R.","Phillimore, Benjamin J.C.T."
"Coulson, Alan R.","Plumb, Robert W."
"Coulson, Alan R.","Smith, Michelle L."
"Coulson, Alan R.","Sycamore, Neil"
"Coulson, Alan R.","Wilson, Richard K."
"Coulson, Alan R.","Andrews, T. Daniel"
"Coulson, Alan R.","Ashurst, Jennifer L."
"Coulson, Alan R.","Bates, Karen N."
"Coulson, Alan R.","Brown, Alex J."
"Coulson, Alan R.","Burford, Deborah C."
"Coulson, Alan R.","Clarke, Graham D.Paul"
"Coulson, Alan R.","Clegg, Sheila M.M."
"Coulson, Alan R.","Cobley, Victoria E."
"Coulson, Alan R.","Davies, Joy R."
"Coulson, Alan R.","Dunham, Ian"
"Coulson, Alan R.","Earthrowl, Mark E."
"Coulson, Alan R.","Faulkner, Louisa M."
"Coulson, Alan R.","Frankish, Adam G."
"Coulson, Alan R.","Garnett, Jane"
"Coulson, Alan R.","Gribble, Susan M."
"Coulson, Alan R.","Hall, Rebekah E."
"Coulson, Alan R.","Howe, Kevin Lee"
"Coulson, Alan R.","Huckle, Elizabeth J."
"Coulson, Alan R.","Kershaw, Joanne K."
"Coulson, Alan R.","Leongamornlert, Daniel A."
"Coulson, Alan R.","Martin, Sancha L."
"Coulson, Alan R.","Mashreghi-Mohammadi, Maryam"
"Coulson, Alan R.","Mullikin, James C."
"Coulson, Alan R.","Pelan, Sarah E."
"Coulson, Alan R.","Porter, Keith M."
"Coulson, Alan R.","Wallis, Justine M."
"Coulson, Alan R.","West., Anthony Preston"
"Coulson, Alan R.","Banerjee, Ruby K."
"Coulson, Alan R.","Brown, Jacqueline Y."
"Coulson, Alan R.","Clamp, MichíÂle E."
"Coulson, Alan R.","Collier, R. E."
"Coulson, Alan R.","Coville, G. J."
"Coulson, Alan R.","Deadman, Rebecca"
"Coulson, Alan R.","Dunham, Andrew"
"Coulson, Alan R.","Ellington, A. G."
"Coulson, Alan R.","Fulton, Lucinda L."
"Coulson, Alan R.","Gregory, Simon G."
"Coulson, Alan R.","Griffiths-Jones, Sam"
"Coulson, Alan R.","Grocock, Russell James"
"Coulson, Alan R.","Harley, Joanna L."
"Coulson, Alan R.","Hawkins, Trevor L."
"Coulson, Alan R.","Joy, Ann A."
"Coulson, Alan R.","King, Andrew"
"Coulson, Alan R.","Knights, Andrew J."
"Coulson, Alan R.","Palmer, Sophie A."
"Coulson, Alan R.","Rice, Catherine M."
"Coulson, Alan R.","Smith, Michael J."
"Coulson, Alan R.","Smith, Andrew Jh"
"Coulson, Alan R.","Staden, Rodger"
"Coulson, Alan R.","Swarbreck, David"
"Coulson, Alan R.","Thorpe, Andrea A."
"Coulson, Alan R.","Vaudin, Mark D."
"Vaudin, Mark D.","Wong-Ng, Winnie Kwai"
"Vaudin, Mark D.","Cook, Robert F."
"Vaudin, Mark D.","Levin, Igor"
"Vaudin, Mark D.","Cook, Lawrence P."
"Vaudin, Mark D.","Kaiser, Debra L."
"Vaudin, Mark D.","Swinburne, June E."
"Vaudin, Mark D.","Grafham, Darren V."
"Vaudin, Mark D.","Bendersky, Leonid A."
"Vaudin, Mark D.","Bentley, David R."
"Vaudin, Mark D.","Davydov, Albert V."
"Vaudin, Mark D.","Ross, Mark T."
"Vaudin, Mark D.","Hwang, Cheolseong"
"Vaudin, Mark D.","Robins, Lawrence H."
"Vaudin, Mark D.","Rotter, Lawrence D."
"Vaudin, Mark D.","Schenck, Peter K."
"Vaudin, Mark D.","Binns, Matthew M."
"Vaudin, Mark D.","Blott, Sarah C."
"Vaudin, Mark D.","Burton, John L."
"Vaudin, Mark D.","Cline, James P."
"Vaudin, Mark D.","Durbin, Richard M."
"Vaudin, Mark D.","Feenstra, Ron"
"Vaudin, Mark D.","Gerbig, Yvonne B."
"Vaudin, Mark D.","Gregory, Simon G."
"Vaudin, Mark D.","Lloyd, Christine R."
"Vaudin, Mark D.","Stranick, Stephan J."
"Vaudin, Mark D.","Sulston, John E."
"Vaudin, Mark D.","Babbage, Anne K."
"Vaudin, Mark D.","Bagguley, Claire L."
"Vaudin, Mark D.","Barlow, Karen F."
"Vaudin, Mark D.","Beck, Stephan R."
"Vaudin, Mark D.","Bird, Christine P."
"Vaudin, Mark D.","Carder, Carol"
"Vaudin, Mark D.","Carter, Nigel P."
"Vaudin, Mark D.","Cobley, Victoria E."
"Vaudin, Mark D.","Corby, Nicole R."
"Vaudin, Mark D.","Coulson, Alan R."
"Vaudin, Mark D.","Deadman, Rebecca"
"Vaudin, Mark D.","Friedman, Lawrence H."
"Vaudin, Mark D.","Gilbert, James G.R."
"Vaudin, Mark D.","Green, Anthony Richard"
"Vaudin, Mark D.","Hillier, La Deana W."
"Vaudin, Mark D.","Hubbard, Tim J.P."
"Vaudin, Mark D.","Hunt, Sarah E."
"Vaudin, Mark D.","Hunt, Adrienne R."
"Vaudin, Mark D.","Jones, Matthew C."
"Vaudin, Mark D.","Kershaw, Joanne K."
"Vaudin, Mark D.","King, Andrew"
"Vaudin, Mark D.","Laird, Gavin K."
"Vaudin, Mark D.","Lloyd, David M.L."
"Vaudin, Mark D.","Matthews, Lucy H."
"Vaudin, Mark D.","Mickelson, James R."
"Vaudin, Mark D.","Mistry, Shailesh L."
"Vaudin, Mark D.","Rogers, Jane"
"Vaudin, Mark D.","Scott, Carol E."
"Vaudin, Mark D.","Sehra, Harminder K."
"Vaudin, Mark D.","Shownkeen, Ratna"
"Vaudin, Mark D.","Skuce, Carl D."
"Vaudin, Mark D.","Stan, Gheorghe"
"Vaudin, Mark D.","Steward, Charles A."
"Vaudin, Mark D.","Wall, Melanie"
"Vaudin, Mark D.","Waterston, Robert H."
"Vaudin, Mark D.","Willey, David L."
"Vaudin, Mark D.","Wilming, Laurens G."
"Vaudin, Mark D.","Wilson, Richard K."
"Vaudin, Mark D.","Wooster, Richard W."
"Vaudin, Mark D.","Wray, Paul W."
"Sulston, John E.","Coulson, Alan R."
"Sulston, John E.","Durbin, Richard M."
"Sulston, John E.","Rogers, Jane"
"Sulston, John E.","Bentley, David R."
"Sulston, John E.","Waterston, Robert H."
"Sulston, John E.","Carter, Nigel P."
"Sulston, John E.","Burton, John L."
"Sulston, John E.","Clee, Chris M."
"Sulston, John E.","Hunt, Sarah E."
"Sulston, John E.","Matthews, Lucy H."
"Sulston, John E.","McMurray, Amanda A."
"Sulston, John E.","Ross, Mark T."
"Sulston, John E.","Scott, Carol E."
"Sulston, John E.","Barlow, Karen F."
"Sulston, John E.","Beck, Stephan R."
"Sulston, John E.","Carder, Carol"
"Sulston, John E.","French, Lisa"
"Sulston, John E.","Grafham, Darren V."
"Sulston, John E.","Hubbard, Tim J.P."
"Sulston, John E.","Hunt, Adrienne R."
"Sulston, John E.","Jones, Matthew C."
"Sulston, John E.","Laird, Gavin K."
"Sulston, John E.","Lloyd, Christine R."
"Sulston, John E.","Oliver, Karen"
"Sulston, John E.","Steward, Charles A."
"Sulston, John E.","Willey, David L."
"Sulston, John E.","Ainscough, Rachael"
"Sulston, John E.","Babbage, Anne K."
"Sulston, John E.","Bagguley, Claire L."
"Sulston, John E.","Bird, Christine P."
"Sulston, John E.","Burrill, Wayne D.H."
"Sulston, John E.","Cobley, Victoria E."
"Sulston, John E.","Corby, Nicole R."
"Sulston, John E.","Dhami, Pawandeep D."
"Sulston, John E.","Dunham, Ian"
"Sulston, John E.","Lloyd, David M.L."
"Sulston, John E.","Milne, Sarah A."
"Sulston, John E.","Reese, Colin B."
"Sulston, John E.","Sehra, Harminder K."
"Sulston, John E.","Skuce, Carl D."
"Sulston, John E.","Wall, Melanie"
"Sulston, John E.","Wilming, Laurens G."
"Sulston, John E.","Almeida, Jeff P."
"Sulston, John E.","Bailey, Jonathon"
"Sulston, John E.","Chapman, Joanne C."
"Sulston, John E.","Clark, Sue Y."
"Sulston, John E.","Clegg, Sheila M.M."
"Sulston, John E.","Dunn, Matthew"
"Sulston, John E.","Frankland, John A."
"Sulston, John E.","Gilbert, James G.R."
"Sulston, John E.","Griffiths, Coline"
"Sulston, John E.","Hall, Rebekah E."
"Sulston, John E.","Hammond, Sian Austin"
"Sulston, John E.","Heath, Paul D."
"Sulston, John E.","Horvitz, Robert Robert"
"Sulston, John E.","Howden, Philip J."
"Sulston, John E.","Johnson, David C."
"Sulston, John E.","Kimberley, Andrew M."
"Sulston, John E.","Lawlor, Stephanie"
"Sulston, John E.","Lohrmann, Rolf"
"Sulston, John E.","Lovell, Jamieson D."
"Sulston, John E.","McLaren, S."
"Sulston, John E.","Orgel, Leslie E."
"Sulston, John E.","Pearce, Alex V."
"Sulston, John E.","Phillimore, Benjamin J.C.T."
"Sulston, John E.","Plumb, Robert W."
"Sulston, John E.","Shownkeen, Ratna"
"Sulston, John E.","Sims, Sarah K."
"Sulston, John E.","Smith, Michelle L."
"Sulston, John E.","Tracey, Alan"
"Sulston, John E.","Tromans, Anthony C."
"Sulston, John E.","Wallis, Justine M."
"Sulston, John E.","Whitehead, Siobhan L."
"Sulston, John E.","Wray, Paul W."
"Sulston, John E.","Ambrose, Kerrie D."
"Sulston, John E.","Ashwell, Robert I S"
"Sulston, John E.","Bates, Karen N."
"Sulston, John E.","Beare, David M."
"Sulston, John E.","Beasley, Helen"
"Sulston, John E.","Bray-Allen, Sarah P."
"Sulston, John E.","Burford, Deborah C."
"Sulston, John E.","Chalfie, Martin"
"Sulston, John E.","Collier, R. E."
"Sulston, John E.","Coville, G. J."
"Sulston, John E.","Davies, Joy R."
"Sulston, John E.","Dunham, Andrew"
"Sulston, John E.","Earthrowl, Mark E."
"Sulston, John E.","Ellington, A. G."
"Sulston, John E.","Garner, Patrick"
"Sulston, John E.","Hart, Elizabeth A."
"Sulston, John E.","Hillier, La Deana W."
"Sulston, John E.","Huckle, Elizabeth J."
"Sulston, John E.","Johnson, Christopher M."
"Sulston, John E.","Kay, Mike"
"Sulston, John E.","King, Andrew"
"Sulston, John E.","Knights, Andrew J."
"Sulston, John E.","Leversha, Margaret A."
"Sulston, John E.","Loveland, Jane E."
"Sulston, John E.","Martin, Sancha L."
"Sulston, John E.","Mashreghi-Mohammadi, Maryam"
"Sulston, John E.","Mclay, Kirsten E."
"Sulston, John E.","Nickerson, T."
"Sulston, John E.","Peck, A. I."
"Sulston, John E.","Porter, Keith M."
"Sulston, John E.","Rice, Catherine M."
"Sulston, John E.","Searle, Stephen M.J."
"Sulston, John E.","Sycamore, Neil"
"Sulston, John E.","Vaudin, Mark D."
"Sulston, John E.","Albertson, Donna G."
"Sulston, John E.","Andrews, T. Daniel"
"Sulston, John E.","Ashurst, Jennifer L."
"Sulston, John E.","Beasley, Oliver P."
"Sulston, John E.","Bethel, Graeme"
"Sulston, John E.","Brown, Alex J."
"Sulston, John E.","Clamp, MichíÂle E."
"Sulston, John E.","Clarke, Graham D.Paul"
"Sulston, John E.","Deadman, Rebecca"
"Sulston, John E.","Faulkner, Louisa M."
"Sulston, John E.","Frankish, Adam G."
"Sulston, John E.","Garnett, Jane"
"Sulston, John E.","Gregory, Simon G."
"Sulston, John E.","Gribble, Susan M."
"Sulston, John E.","Gwilliam, Rhian G."
"Sulston, John E.","Howe, Kevin Lee"
"Sulston, John E.","Humphray, Sean J."
"Sulston, John E.","Joy, Ann A."
"Sulston, John E.","Kershaw, Joanne K."
"Sulston, John E.","Langford, Cordelia F."
"Sulston, John E.","Leongamornlert, Daniel A."
"Sulston, John E.","Miles, H. Todd"
"Sulston, John E.","Pelan, Sarah E."
"Sulston, John E.","Ramsey, Yvonne H."
"Sulston, John E.","Schneider-Bernloehr, H."
"Sulston, John E.","Thomson, James Nichol"
"Sulston, John E.","Thorpe, Andrea A."
"Sulston, John E.","White, John G."
"Durbin, Richard M.","Birney, Ewan"
"Durbin, Richard M.","Hubbard, Tim J.P."
"Durbin, Richard M.","McCarthy, Shane A."
"Durbin, Richard M.","Danecek, Petr"
"Durbin, Richard M.","Searle, Stephen M.J."
"Durbin, Richard M.","Chen, Yuan"
"Durbin, Richard M.","Spector, Tim"
"Durbin, Richard M.","Stalker, Jim W."
"Durbin, Richard M.","Flicek, Paul R."
"Durbin, Richard M.","Walter, Klaudia"
"Durbin, Richard M.","Hurles, Matthew E."
"Durbin, Richard M.","Keane, Thomas M."
"Durbin, Richard M.","Kolb-Kokocinski, Anja"
"Durbin, Richard M.","Li, Heng"
"Durbin, Richard M.","Memari, Yasin"
"Durbin, Richard M.","Soranzo, Nicole"
"Durbin, Richard M.","Parts, Leopold"
"Durbin, Richard M.","Quail, Michael A."
"Durbin, Richard M.","Bentley, David R."
"Durbin, Richard M.","Min, Josine"
"Durbin, Richard M.","Bateman, Alex G."
"Durbin, Richard M.","Burton, John L."
"Durbin, Richard M.","Clarke, Laura E."
"Durbin, Richard M.","Coates, Guy M.P."
"Durbin, Richard M.","Coulson, Alan R."
"Durbin, Richard M.","Cox, Tony V."
"Durbin, Richard M.","Cunningham, Fiona"
"Durbin, Richard M.","Herrero, Javier"
"Durbin, Richard M.","Small, Kerrin S."
"Durbin, Richard M.","Zeggini, Eleftheria"
"Durbin, Richard M.","Down, Thomas A."
"Durbin, Richard M.","Ritchie, Graham Rs"
"Durbin, Richard M.","Rogers, Jane"
"Durbin, Richard M.","Simpson, Jared T."
"Durbin, Richard M.","Stein, Lincoln D."
"Durbin, Richard M.","Clee, Chris M."
"Durbin, Richard M.","Deloukas, Panos"
"Durbin, Richard M.","Gilbert, James G.R."
"Durbin, Richard M.","MacArthur, Daniel G."
"Durbin, Richard M.","Sulston, John E."
"Durbin, Richard M.","Tyler-Smith, Chris"
"Durbin, Richard M.","Wilson, Richard K."
"Durbin, Richard M.","Xue, Yali"
"Durbin, Richard M.","Abecasis, Goní_alo R."
"Durbin, Richard M.","Beck, Stephan R."
"Durbin, Richard M.","Carter, Nigel P."
"Durbin, Richard M.","Clamp, MichíÂle E."
"Durbin, Richard M.","Curwen, Val A."
"Durbin, Richard M.","Davey Smith, George"
"Durbin, Richard M.","Howe, Kevin Lee"
"Durbin, Richard M.","Kaye, Jane S."
"Durbin, Richard M.","Kulesha, Eugene"
"Durbin, Richard M.","Palotie, Aarno V."
"Durbin, Richard M.","Scally, Aylwyn"
"Durbin, Richard M.","Slater, Guy St C."
"Durbin, Richard M.","Sonnhammer, Erik Ll L."
"Durbin, Richard M.","Steward, Charles A."
"Durbin, Richard M.","Ainscough, Rachael"
"Durbin, Richard M.","Barroso, IníÈs E."
"Durbin, Richard M.","Hunt, Sarah E."
"Durbin, Richard M.","Jones, Matthew C."
"Durbin, Richard M.","Keefe, Damian"
"Durbin, Richard M.","Keenan, Stephen J."
"Durbin, Richard M.","Laird, Gavin K."
"Durbin, Richard M.","Langford, Cordelia F."
"Durbin, Richard M.","Li, Yingrui"
"Durbin, Richard M.","Lloyd, Christine R."
"Durbin, Richard M.","Muddyman, Dawn"
"Durbin, Richard M.","Richards, John Brent"
"Durbin, Richard M.","Ross, Mark T."
"Durbin, Richard M.","Schiffels, Stephan"
"Durbin, Richard M.","Scott, Carol E."
"Durbin, Richard M.","Spieth, John"
"Durbin, Richard M.","Surdulescu, Gabriela L."
"Durbin, Richard M.","Timpson, Nicholas J."
"Durbin, Richard M.","Ureta-Vidal, Abel"
"Durbin, Richard M.","White, Simon S."
"Durbin, Richard M.","Wilming, Laurens G."
"Durbin, Richard M.","Barrett, Jeffrey C."
"Durbin, Richard M.","Beal, Kathryn"
"Durbin, Richard M.","Clapham, Peter"
"Durbin, Richard M.","Dunham, Ian"
"Durbin, Richard M.","Eddy, Sean R."
"Durbin, Richard M.","Ferníçndez-Suíçrez, Xosí© M."
"Durbin, Richard M.","Frankish, Adam G."
"Durbin, Richard M.","French, Lisa"
"Durbin, Richard M.","Grafham, Darren V."
"Durbin, Richard M.","Guo, Xiaosen"
"Durbin, Richard M.","Hammond, Martin P."
"Durbin, Richard M.","Hillier, La Deana W."
"Durbin, Richard M.","Lek, Monkol"
"Durbin, Richard M.","Matthews, Lucy H."
"Durbin, Richard M.","McCarthy, Mark I."
"Durbin, Richard M.","Parker, Anne"
"Durbin, Richard M.","Payne, Felicity"
"Durbin, Richard M.","Perry, John R.B."
"Durbin, Richard M.","Potter, Simon C."
"Durbin, Richard M.","Proctor, Glenn"
"Durbin, Richard M.","Ring, Susan M."
"Durbin, Richard M.","Schuster, Michael K."
"Durbin, Richard M.","Shownkeen, Ratna"
"Durbin, Richard M.","Smith, James Amor"
"Durbin, Richard M.","Sternberg, Paul W."
"Durbin, Richard M.","Willey, David L."
"Durbin, Richard M.","Aken, Bronwen L."
"Durbin, Richard M.","Babbage, Anne K."
"Durbin, Richard M.","Bagguley, Claire L."
"Durbin, Richard M.","Bird, Christine P."
"Durbin, Richard M.","Burrill, Wayne D.H."
"Durbin, Richard M.","Carder, Carol"
"Durbin, Richard M.","Coin, Lachlan James"
"Durbin, Richard M.","Corby, Nicole R."
"Durbin, Richard M.","Dhami, Pawandeep D."
"Durbin, Richard M.","FitzPatrick, David R."
"Durbin, Richard M.","Franklin, Christopher S."
"Durbin, Richard M.","Fulton, Lucinda L."
"Durbin, Richard M.","Griffiths-Jones, Sam"
"Durbin, Richard M.","Grundberg, Elin"
"Durbin, Richard M.","Harris, Todd W."
"Durbin, Richard M.","Hart, Elizabeth A."
"Durbin, Richard M.","Haussler, David H."
"Durbin, Richard M.","Heath, Paul D."
"Durbin, Richard M.","Howie, Bryan N."
"Durbin, Richard M.","Humphray, Sean J."
"Durbin, Richard M.","Hunt, Adrienne R."
"Durbin, Richard M.","Kí_hí_ri, Andreas Kusalananda"
"Durbin, Richard M.","Kasprzyk, Arek"
"Durbin, Richard M.","Kent, Alastair J."
"Durbin, Richard M.","Lehrach, Hans R."
"Durbin, Richard M.","Lloyd, David M.L."
"Durbin, Richard M.","Loveland, Jane E."
"Durbin, Richard M.","Milne, Sarah A."
"Durbin, Richard M.","Ponting, Chris P.P."
"Durbin, Richard M.","Schwarz, Erich M."
"Durbin, Richard M.","Sehra, Harminder K."
"Durbin, Richard M.","Semple, Robert K."
"Durbin, Richard M.","Shin, So Youn"
"Durbin, Richard M.","Skuce, Carl D."
"Durbin, Richard M.","Southam, Lorraine"
"Durbin, Richard M.","Spooner, William H."
"Durbin, Richard M.","Stegle, Oliver"
"Durbin, Richard M.","Trevanion, Stephen J."
"Durbin, Richard M.","Wall, Melanie"
"Durbin, Richard M.","Wang, Jun"
"Durbin, Richard M.","Wilson, Scott G."
"Durbin, Richard M.","Zheng, Houfeng"
"Durbin, Richard M.","Caccamo, Mario"
"Durbin, Richard M.","Meidl, Patrick"
"Durbin, Richard M.","Rogers, Anthony S."
"Durbin, Richard M.","Vogel, Jan Hinnerk"
"Hubbard, Tim J.P.","Birney, Ewan"
"Hubbard, Tim J.P.","Harrow, Jennifer L."
"Hubbard, Tim J.P.","Down, Thomas A."
"Hubbard, Tim J.P.","Searle, Stephen M.J."
"Hubbard, Tim J.P.","Durbin, Richard M."
"Hubbard, Tim J.P.","Flicek, Paul R."
"Hubbard, Tim J.P.","Rogers, Jane"
"Hubbard, Tim J.P.","Frankish, Adam G."
"Hubbard, Tim J.P.","Gilbert, James G.R."
"Hubbard, Tim J.P.","Guigí_, R."
"Hubbard, Tim J.P.","Brenner, Steven E."
"Hubbard, Tim J.P.","Chothia, Cyrus H."
"Hubbard, Tim J.P.","Coates, Guy M.P."
"Hubbard, Tim J.P.","Trevanion, Stephen J."
"Hubbard, Tim J.P.","Wilming, Laurens G."
"Hubbard, Tim J.P.","Cox, Tony V."
"Hubbard, Tim J.P.","Grafham, Darren V."
"Hubbard, Tim J.P.","Matthews, Lucy H."
"Hubbard, Tim J.P.","Steward, Charles A."
"Hubbard, Tim J.P.","White, Simon S."
"Hubbard, Tim J.P.","Carter, Nigel P."
"Hubbard, Tim J.P.","Chen, Yuan"
"Hubbard, Tim J.P.","Clamp, MichíÂle E."
"Hubbard, Tim J.P.","Jones, Matthew C."
"Hubbard, Tim J.P.","Kokocinski, Felix"
